issue_id,from_status,to_status,changed_at,changed_by
1174,Waiting for Test,In Test,2025-11-03 06:14:50,p.nair
1174,In Test,Done,2025-11-03 10:47:49,s.rossi
1174,Done,Released,2025-11-06 09:00:00,s.rossi
1175,,Backlog,2025-10-28 18:55:17,s.rossi
1175,Backlog,Waiting for In Progress,2025-10-30 22:53:49,a.kowalski
1175,Waiting for In Progress,In Progress,2025-10-31 17:56:06,p.nair
1175,In Progress,Waiting for Test,2025-11-03 01:11:48,p.nair
1175,Waiting for Test,In Test,2025-11-06 05:37:21,s.rossi
1175,In Test,Done,2025-11-06 09:32:56,p.nair
1175,Done,Released,2025-11-16 09:00:00,p.nair
1176,,Backlog,2025-10-27 19:32:41,a.kowalski
1176,Backlog,Waiting for In Progress,2025-10-29 15:24:49,a.kowalski
1176,Waiting for In Progress,In Progress,2025-11-03 00:47:19,a.kowalski
1176,In Progress,Waiting for Test,2025-11-04 05:25:21,p.nair
1176,Waiting for Test,In Test,2025-11-05 01:34:40,s.rossi
1176,In Test,Done,2025-11-05 16:28:01,a.kowalski
1176,Done,Released,2025-11-06 09:00:00,s.rossi
1177,,Backlog,2025-10-28 20:58:26,s.rossi
1177,Backlog,Waiting for In Progress,2025-11-03 09:55:35,s.rossi
1177,Waiting for In Progress,In Progress,2025-11-04 16:38:03,s.rossi
1177,In Progress,Waiting for Test,2025-11-05 01:04:23,a.kowalski
1177,Waiting for Test,In Test,2025-11-06 20:11:28,p.nair
1177,In Test,Done,2025-11-07 08:57:24,s.rossi
1177,Done,Released,2025-11-16 09:00:00,a.kowalski
1178,,Backlog,2025-10-24 07:55:51,h.ozturk
1178,Backlog,Waiting for In Progress,2025-10-27 22:34:10,c.mendes
1179,,Backlog,2025-10-28 23:41:18,h.ozturk
1179,Backlog,Waiting for In Progress,2025-11-03 11:29:32,h.ozturk
1179,Waiting for In Progress,In Progress,2025-11-06 12:36:56,h.ozturk
1179,In Progress,Waiting for Test,2025-11-07 12:05:52,h.ozturk
1179,Waiting for Test,In Test,2025-11-10 02:51:39,c.mendes
1179,In Test,Done,2025-11-10 07:43:09,c.mendes
1179,Done,Released,2025-11-16 09:00:00,h.ozturk
1180,,Backlog,2025-10-29 03:10:34,h.ozturk
1180,Backlog,Waiting for In Progress,03/11/2025 12:32,h.ozturk
1180,Waiting for In Progress,In Progress,2025-11-05 04:17:28,h.ozturk
1180,In Progress,Waiting for Test,2025-11-05 19:47:28,h.ozturk
1181,,Backlog,2025-10-24 21:51:11,h.ozturk
1181,Backlog,Waiting for In Progress,2025-10-27 03:25:43,c.mendes
1181,Waiting for In Progress,In Progress,2025-10-31 22:08:52,c.mendes
1181,In Progress,Waiting for Test,2025-11-03 16:52:14,h.ozturk
1181,Waiting for Test,In Test,2025-11-06 16:17:30,c.mendes
1181,In Test,Done,2025-11-06 20:39:38,c.mendes
1181,Done,Released,2025-11-16 09:00:00,c.mendes
1182,,Backlog,2025-10-27 19:00:42,h.ozturk
1182,Backlog,Waiting for In Progress,2025-10-30 04:19:06,h.ozturk
1182,Waiting for In Progress,In Progress,2025-11-03 10:49:59,h.ozturk
1182,In Progress,Waiting for Test,2025-11-03 15:51:27,h.ozturk
1182,Waiting for Test,In Test,2025-11-06 00:02:30,c.mendes
1182,In Test,Done,06/11/2025 03:54,c.mendes
1182,Done,Released,2025-11-06 09:00:00,c.mendes
1183,,Backlog,27/10/2025 03:42,c.mendes
1183,Backlog,Waiting for In Progress,2025-10-27 20:27:22,h.ozturk
1183,Waiting for In Progress,In Progress,2025-10-31 23:23:50,c.mendes
1184,,Backlog,2025-11-10 12:29:32,m.okafor
1184,Backlog,Waiting for In Progress,2025-11-11 02:43:14,r.silva
1184,Waiting for In Progress,In Progress,2025-11-13 23:34:56,j.tan
1184,In Progress,Waiting for Test,2025-11-14 03:16:17,m.okafor
1184,Waiting for Test,In Test,2025-11-17 08:37:41,j.tan
1184,In Test,Done,2025-11-17 13:08:31,m.okafor
1184,Done,Released,2025-11-23 09:00:00,m.okafor
1185,,Backlog,2025-11-06 16:39:36,j.tan
1185,Backlog,Waiting for In Progress,2025-11-10 21:04:53,r.silva
1185,Waiting for In Progress,In Progress,2025-11-14 14:42:16,m.okafor
1185,In Progress,Waiting for Test,2025-11-14 19:58:44,m.okafor
1185,Waiting for Test,In Test,2025-11-17 04:55:17,m.okafor
1185,In Test,Done,2025-11-17 12:28:52,m.okafor
1185,Done,Released,2025-11-23 09:00:00,r.silva
1186,,Backlog,2025-11-11 05:51:12,r.silva
1186,Backlog,Waiting for In Progress,14/11/2025 05:21,r.silva
1186,Waiting for In Progress,In Progress,2025-11-17 09:37:45,m.okafor
1186,In Progress,Waiting for Test,2025-11-18 00:34:43,r.silva
1186,Waiting for Test,In Test,2025-11-20 03:02:53,r.silva
1186,In Test,Done,2025-11-20 06:36:03,j.tan
1186,Done,Released,2025-11-23 09:00:00,j.tan
1187,,Backlog,2025-11-10 19:27:40,j.tan
1187,Backlog,Waiting for In Progress,2025-11-12 23:02:50,m.okafor
1187,Waiting for In Progress,In Progress,2025-11-13 22:45:42,m.okafor
1187,In Progress,Waiting for Test,2025-11-14 17:41:38,r.silva
1187,Waiting for Test,In Test,2025-11-17 12:22:39,r.silva
1187,In Test,Done,2025-11-18 05:22:00,r.silva
1187,Done,Released,2025-11-23 09:00:00,r.silva
1188,,Backlog,2025-11-10 07:46:11,j.tan
1188,Backlog,Waiting for In Progress,2025-11-13 22:27:33,j.tan
1188,Waiting for In Progress,In Progress,2025-11-17 03:02:03,r.silva
1188,In Progress,Waiting for Test,2025-11-18 01:05:07,r.silva
1188,Waiting for Test,In Test,2025-11-18 17:45:04,j.tan
1188,In Test,Done,18/11/2025 21:07,m.okafor
1188,Done,Released,2025-11-23 09:00:00,j.tan
1189,,Backlog,2025-11-10 17:27:58,r.silva
1189,Backlog,Waiting for In Progress,2025-11-12 22:42:23,r.silva
1189,Waiting for In Progress,In Progress,2025-11-17 07:50:41,j.tan
1189,In Progress,Waiting for Test,2025-11-17 20:10:57,j.tan
1189,Waiting for Test,In Test,2025-11-18 04:52:05,j.tan
1189,In Test,Done,2025-11-18 08:40:30,m.okafor
1189,Done,Released,23/11/2025 09:00,j.tan
1190,,Backlog,2025-11-11 07:16:18,r.silva
1190,Backlog,Waiting for In Progress,2025-11-12 11:24:19,r.silva
1190,Waiting for In Progress,In Progress,2025-11-12 14:43:05,m.okafor
1190,In Progress,Waiting for Test,2025-11-12 21:48:36,m.okafor
1190,Waiting for Test,In Test,2025-11-14 21:17:06,j.tan
1190,In Test,Done,2025-11-17 01:26:25,m.okafor
1190,Done,Released,2025-11-23 09:00:00,r.silva
1191,,Backlog,2025-11-11 10:04:45,d.byrne
1191,Backlog,Waiting for In Progress,2025-11-14 16:14:59,d.byrne
1191,Waiting for In Progress,In Progress,2025-11-17 15:55:18,d.byrne
1191,In Progress,Waiting for Test,2025-11-17 18:55:33,d.byrne
1191,Waiting for Test,In Test,2025-11-20 14:44:32,d.byrne
1191,In Test,Done,2025-11-20 18:09:18,l.moreau
1191,Done,Released,2025-11-23 09:00:00,l.moreau
1192,,Backlog,2025-11-12 03:58:29,l.moreau
1192,Backlog,Waiting for In Progress,2025-11-14 10:03:43,d.byrne
1192,Waiting for In Progress,In Progress,2025-11-17 11:28:49,l.moreau
1192,In Progress,Waiting for Test,2025-11-17 22:39:18,d.byrne
1192,Waiting for Test,In Test,2025-11-19 17:32:02,d.byrne
1192,In Test,Done,2025-11-20 01:43:20,l.moreau
1192,Done,Released,2025-11-23 09:00:00,d.byrne
1193,,Backlog,2025-11-07 22:53:06,l.moreau
1193,Backlog,Waiting for In Progress,2025-11-11 14:10:49,d.byrne
1193,Waiting for In Progress,In Progress,2025-11-17 11:25:02,d.byrne
1193,In Progress,Waiting for Test,2025-11-18 15:34:58,l.moreau
1193,Waiting for Test,In Test,2025-11-21 17:44:44,l.moreau
1193,In Test,Done,21/11/2025 20:36,d.byrne
1193,Done,Released,2025-11-23 09:00:00,l.moreau
1194,,Backlog,2025-11-07 18:32:12,d.byrne
1194,Backlog,Waiting for In Progress,2025-11-10 13:34:46,d.byrne
1194,Waiting for In Progress,In Progress,2025-11-12 09:49:17,d.byrne
1194,In Progress,Waiting for Test,2025-11-14 09:14:28,l.moreau
1194,Waiting for Test,In Test,2025-11-17 01:03:02,l.moreau
1194,In Test,Done,2025-11-17 02:49:12,d.byrne
1194,Done,Released,2025-11-23 09:00:00,l.moreau
1195,,Backlog,2025-11-10 16:24:21,d.byrne
1195,Backlog,Waiting for In Progress,11/11/2025 10:54,d.byrne
1195,Waiting for In Progress,In Progress,2025-11-13 18:10:26,l.moreau
1195,In Progress,Waiting for Test,2025-11-13 21:07:54,d.byrne
1196,,Backlog,2025-11-11 04:15:33,d.byrne
1196,Backlog,Waiting for In Progress,2025-11-13 22:46:39,d.byrne
1196,Waiting for In Progress,In Progress,2025-11-14 13:00:02,d.byrne
1196,In Progress,Waiting for Test,2025-11-14 22:53:50,d.byrne
1196,Waiting for Test,In Test,2025-11-17 14:40:59,l.moreau
1196,In Test,Done,2025-11-18 02:17:44,l.moreau
1196,Done,In Progress,2025-11-21 10:15:30,l.moreau
1196,In Progress,Waiting for Test,2025-11-21 20:27:45,l.moreau
1196,Waiting for Test,In Test,2025-11-24 02:54:56,d.byrne
1196,In Test,Done,24/11/2025 10:51,d.byrne
1196,Done,Released,2025-11-30 09:00:00,d.byrne
1197,,Backlog,2025-11-11 04:27:09,l.moreau
1197,Backlog,Waiting for In Progress,2025-11-12 17:41:45,d.byrne
1197,Waiting for In Progress,In Progress,2025-11-13 07:07:54,l.moreau
1197,In Progress,Waiting for Test,2025-11-13 18:02:27,d.byrne
1197,Waiting for Test,In Test,2025-11-17 17:56:30,l.moreau
1197,In Test,Done,2025-11-17 21:03:57,d.byrne
1197,Done,Released,2025-11-23 09:00:00,d.byrne
1198,,Backlog,2025-11-11 04:05:07,d.byrne
1198,Backlog,Waiting for In Progress,2025-11-11 20:17:50,d.byrne
1198,Waiting for In Progress,In Progress,2025-11-17 18:59:46,l.moreau
1198,In Progress,Waiting for Test,2025-11-18 08:05:23,d.byrne
1198,Waiting for Test,In Test,2025-11-19 03:07:51,d.byrne
1198,In Test,Done,19/11/2025 04:26,d.byrne
1198,Done,Released,2025-11-23 09:00:00,d.byrne
1199,,Backlog,2025-11-11 04:18:31,d.byrne
1199,Backlog,Waiting for In Progress,2025-11-13 01:58:37,l.moreau
1199,Waiting for In Progress,In Progress,2025-11-17 17:49:45,d.byrne
1199,In Progress,Waiting for Test,2025-11-18 05:50:39,l.moreau
1199,Waiting for Test,In Test,2025-11-20 16:31:15,l.moreau
1199,In Test,Done,2025-11-21 07:17:48,l.moreau
1199,Done,Released,2025-11-23 09:00:00,d.byrne
1200,,Backlog,2025-11-10 09:42:04,l.moreau
1200,Backlog,Waiting for In Progress,11/11/2025 18:58,d.byrne
1200,Waiting for In Progress,In Progress,2025-11-17 03:40:02,l.moreau
1200,In Progress,Waiting for Test,2025-11-18 01:15:46,l.moreau
1200,Waiting for Test,In Test,2025-11-18 15:15:37,l.moreau
1200,In Test,Done,2025-11-19 10:11:41,d.byrne
1200,Done,Released,2025-11-23 09:00:00,l.moreau
1201,,Backlog,2025-11-12 02:42:00,l.moreau
1201,Backlog,Waiting for In Progress,2025-11-17 11:05:51,d.byrne
1201,Waiting for In Progress,In Progress,2025-11-24 10:59:10,d.byrne
1201,In Progress,Waiting for Test,2025-11-24 14:52:47,l.moreau
1201,Waiting for Test,In Test,2025-11-25 08:29:53,l.moreau
1201,In Test,Done,2025-11-25 19:11:55,l.moreau
1201,Done,Released,2025-11-30 09:00:00,d.byrne
1202,,Backlog,2025-11-11 08:20:37,a.kowalski
1202,Backlog,Waiting for In Progress,2025-11-12 01:38:19,s.rossi
1202,Waiting for In Progress,In Progress,2025-11-13 10:29:05,s.rossi
1203,,Backlog,2025-11-07 09:14:44,s.rossi
1203,Backlog,Waiting for In Progress,2025-11-10 21:14:44,s.rossi
1203,Waiting for In Progress,In Progress,11/11/2025 10:13,a.kowalski
1203,In Progress,Waiting for Test,2025-11-13 07:11:44,a.kowalski
1203,Waiting for Test,In Test,2025-11-14 21:04:35,a.kowalski
1203,In Test,Done,2025-11-17 06:52:48,p.nair
1203,Done,Released,2025-11-23 09:00:00,a.kowalski
1204,,Backlog,2025-11-12 20:27:51,a.kowalski
1204,Backlog,Waiting for In Progress,2025-11-17 10:48:40,a.kowalski
1204,Waiting for In Progress,In Progress,2025-11-21 19:22:39,p.nair
1204,In Progress,Waiting for Test,2025-11-24 00:23:57,p.nair
1204,Waiting for Test,In Test,2025-11-25 11:37:40,a.kowalski
1204,In Test,Done,25/11/2025 16:02,p.nair
1204,Done,Released,2025-11-30 09:00:00,a.kowalski
1205,,Backlog,2025-11-10 17:19:47,s.rossi
1205,Backlog,Waiting for In Progress,2025-11-13 03:02:11,s.rossi
1205,Waiting for In Progress,In Progress,13/11/2025 07:19,a.kowalski
1205,In Progress,Waiting for Test,2025-11-13 19:36:10,p.nair
1205,Waiting for Test,In Test,2025-11-17 16:33:18,p.nair
1205,In Test,Done,2025-11-17 23:33:29,p.nair
1205,Done,Released,2025-11-23 09:00:00,a.kowalski
1205,,Backlog,2025-11-10 17:19:47,s.rossi
1206,,Backlog,2025-11-10 21:27:25,a.kowalski
1206,Backlog,Waiting for In Progress,2025-11-11 07:40:20,s.rossi
1206,Waiting for In Progress,In Progress,2025-11-14 12:31:47,p.nair
1206,In Progress,Waiting for Test,2025-11-17 01:32:03,p.nair
1206,Waiting for Test,In Test,2025-11-20 07:20:27,a.kowalski
1206,In Test,Done,2025-11-20 15:01:59,a.kowalski
1206,Done,Released,2025-11-23 09:00:00,p.nair
1207,,Backlog,2025-11-10 11:58:46,c.mendes
1207,Backlog,Waiting for In Progress,2025-11-12 14:37:02,c.mendes
1207,Waiting for In Progress,In Progress,2025-11-17 05:10:48,c.mendes
1207,In Progress,Waiting for Test,17/11/2025 18:56,h.ozturk
1207,Waiting for Test,In Test,21/11/2025 01:34,h.ozturk
1207,In Test,Done,2025-11-21 07:14:11,c.mendes
1207,Done,Released,2025-11-23 09:00:00,h.ozturk
1208,,Backlog,2025-11-11 23:09:28,h.ozturk
1208,Backlog,Waiting for In Progress,2025-11-14 07:47:55,h.ozturk
1208,Waiting for In Progress,In Progress,2025-11-14 23:05:07,c.mendes
1208,In Progress,Waiting for Test,2025-11-17 19:38:33,h.ozturk
1208,Waiting for Test,In Test,2025-11-18 11:47:31,h.ozturk
1208,In Test,Done,2025-11-18 21:55:23,h.ozturk
1208,Done,In Progress,2025-11-19 05:21:17,h.ozturk
1208,In Progress,Waiting for Test,2025-11-19 19:38:47,h.ozturk
1208,Waiting for Test,In Test,2025-11-24 05:12:30,c.mendes
1208,In Test,Done,2025-11-24 19:08:45,c.mendes
1208,Done,Released,2025-11-30 09:00:00,c.mendes
1209,,Backlog,2025-11-12 13:55:56,c.mendes
1209,Backlog,Waiting for In Progress,2025-11-17 11:00:57,h.ozturk
1210,,Backlog,2025-11-11 06:02:19,h.ozturk
1210,Backlog,Waiting for In Progress,2025-11-12 11:12:10,h.ozturk
1210,Waiting for In Progress,In Progress,2025-11-13 13:13:00,h.ozturk
1210,In Progress,Waiting for Test,2025-11-13 22:46:18,h.ozturk
1210,Waiting for Test,In Test,2025-11-14 19:27:51,h.ozturk
1210,In Test,Done,2025-11-17 02:59:19,c.mendes
1210,Done,Released,2025-11-23 09:00:00,c.mendes
1211,,Backlog,2025-11-11 22:18:58,c.mendes
1211,Backlog,Waiting for In Progress,2025-11-14 14:04:10,h.ozturk
1211,Waiting for In Progress,In Progress,2025-11-18 00:56:17,c.mendes
1211,In Progress,Waiting for Test,2025-11-18 09:50:23,c.mendes
1211,Waiting for Test,In Test,2025-11-19 23:10:18,c.mendes
1211,In Test,Done,2025-11-20 09:27:42,c.mendes
1211,Done,Released,2025-11-23 09:00:00,c.mendes
1212,,Backlog,2025-11-25 18:24:10,j.tan
1212,Backlog,Waiting for In Progress,2025-11-28 12:04:22,m.okafor
1212,Waiting for In Progress,In Progress,2025-12-01 08:31:36,m.okafor
1212,In Progress,Waiting for Test,2025-12-01 20:45:07,m.okafor
1212,Waiting for Test,In Test,2025-12-02 01:27:14,r.silva
1212,In Test,Done,2025-12-02 04:29:43,j.tan
1212,Done,Released,2025-12-07 09:00:00,m.okafor
1213,,Backlog,2025-11-25 04:55:41,j.tan
1213,Backlog,Waiting for In Progress,2025-11-27 11:02:49,r.silva
1213,Waiting for In Progress,In Progress,2025-11-28 21:00:17,r.silva
1213,In Progress,Waiting for Test,2025-12-01 06:17:47,j.tan
1213,Waiting for Test,In Test,2025-12-01 21:11:08,r.silva
1213,In Test,Done,2025-12-02 03:45:09,j.tan
1213,Done,Released,2025-12-07 09:00:00,j.tan
1214,,Backlog,2025-11-24 23:26:39,r.silva
1214,Backlog,Waiting for In Progress,2025-11-28 10:31:18,m.okafor
1214,Waiting for In Progress,In Progress,2025-12-01 09:06:29,j.tan
1214,In Progress,Waiting for Test,2025-12-01 17:14:42,j.tan
1214,Waiting for Test,In Test,2025-12-02 22:27:49,r.silva
1214,In Test,Done,2025-12-03 07:00:20,j.tan
1214,Done,Released,2025-12-07 09:00:00,m.okafor
1215,,Backlog,2025-11-25 05:01:01,r.silva
1215,Backlog,Waiting for In Progress,2025-11-27 20:48:09,j.tan
1215,Waiting for In Progress,In Progress,2025-11-28 05:51:07,m.okafor
1215,In Progress,Waiting for Test,2025-11-28 15:45:11,r.silva
1215,In Test,Done,2025-12-01 16:25:49,r.silva
1215,Done,Released,2025-12-07 09:00:00,m.okafor
1216,,Backlog,2025-11-24 00:13:28,m.okafor
1216,Backlog,Waiting for In Progress,2025-11-27 16:00:27,m.okafor
1216,Waiting for In Progress,In Progress,2025-12-01 13:39:03,j.tan
1216,In Progress,Waiting for Test,2025-12-02 07:51:02,j.tan
1216,Waiting for Test,In Test,2025-12-04 15:43:58,j.tan
1216,In Test,Done,2025-12-05 05:09:54,j.tan
1216,Done,Released,2025-12-07 09:00:00,m.okafor
1217,,Backlog,2025-11-25 04:43:16,m.okafor
1217,Backlog,Waiting for In Progress,2025-11-25 21:49:12,j.tan
1217,Waiting for In Progress,In Progress,2025-12-01 12:51:28,r.silva
1217,In Progress,Waiting for Test,2025-12-01 14:19:06,r.silva
1217,Waiting for Test,In Test,2025-12-02 19:34:29,j.tan
1217,In Test,Done,2025-12-03 10:09:39,m.okafor
1217,Done,Released,2025-12-07 09:00:00,r.silva
1218,,Backlog,2025-11-24 16:03:12,m.okafor
1218,Backlog,Waiting for In Progress,2025-11-28 06:43:14,m.okafor
1218,Waiting for In Progress,In Progress,2025-12-02 16:52:42,j.tan
1218,In Progress,Waiting for Test,2025-12-03 12:12:52,r.silva
1218,Waiting for Test,In Test,2025-12-05 00:20:57,r.silva
1218,In Test,Done,2025-12-05 08:01:15,j.tan
1218,Done,Released,07/12/2025 09:00,r.silva
1219,,Backlog,2025-11-20 22:44:20,j.tan
1219,Backlog,Waiting for In Progress,2025-11-24 20:17:10,j.tan
1219,Waiting for In Progress,In Progress,2025-11-28 19:37:05,r.silva
1219,In Progress,Waiting for Test,2025-12-01 00:39:36,j.tan
1219,Waiting for Test,In Test,2025-12-03 11:04:18,m.okafor
1219,In Test,Done,2025-12-03 15:52:51,j.tan
1219,Done,Released,2025-12-07 09:00:00,j.tan
1220,,Backlog,2025-11-24 11:11:10,d.byrne
1220,Backlog,Waiting for In Progress,2025-11-25 02:23:27,d.byrne
1220,Waiting for In Progress,In Progress,2025-11-25 20:41:44,l.moreau
1220,In Progress,Waiting for Test,2025-11-26 02:13:06,l.moreau
1220,Waiting for Test,In Test,2025-11-28 21:26:55,d.byrne
1220,In Test,Done,2025-12-01 06:34:19,l.moreau
1220,Done,Released,2025-12-07 09:00:00,d.byrne
1221,,Backlog,2025-11-25 18:23:06,l.moreau
1221,Backlog,Waiting for In Progress,2025-12-01 01:25:07,d.byrne
1221,Waiting for In Progress,In Progress,2025-12-03 19:26:51,l.moreau
1221,In Progress,Waiting for Test,2025-12-04 01:50:21,l.moreau
1221,Waiting for Test,In Test,2025-12-05 02:47:18,l.moreau
1221,In Test,Done,2025-12-05 07:21:32,d.byrne
1221,Done,Released,2025-12-07 09:00:00,l.moreau
1222,,Backlog,2025-11-24 08:33:35,d.byrne
1222,Backlog,Waiting for In Progress,2025-11-25 19:56:48,l.moreau
1222,Waiting for In Progress,In Progress,2025-12-01 20:34:29,l.moreau
1222,In Progress,Waiting for Test,2025-12-02 13:22:11,d.byrne
1222,Waiting for Test,In Test,2025-12-04 22:38:48,l.moreau
1222,In Test,Done,2025-12-05 00:09:22,d.byrne
1222,Done,Released,2025-12-07 09:00:00,d.byrne
1223,,Backlog,2025-11-24 08:43:58,d.byrne
1223,Backlog,Waiting for In Progress,2025-11-27 05:47:27,l.moreau
1223,Waiting for In Progress,In Progress,2025-12-01 04:41:00,d.byrne
1223,In Progress,Waiting for Test,2025-12-01 11:25:58,d.byrne
1223,Waiting for Test,In Test,2025-12-03 02:45:48,l.moreau
1223,In Test,Done,2025-12-03 07:57:23,l.moreau
1223,Done,Released,2025-12-07 09:00:00,d.byrne
1224,,Backlog,2025-11-25 10:42:41,l.moreau
1224,Backlog,Waiting for In Progress,2025-11-28 08:32:05,d.byrne
1224,Waiting for In Progress,In Progress,2025-12-01 19:03:17,d.byrne
1224,In Progress,Waiting for Test,2025-12-02 00:58:27,d.byrne
1224,Waiting for Test,In Test,2025-12-03 04:28:54,l.moreau
1224,In Test,Done,2025-12-03 10:28:19,d.byrne
1224,Done,Released,2025-12-07 09:00:00,d.byrne
1225,,Backlog,2025-11-26 22:22:04,d.byrne
1225,Backlog,Waiting for In Progress,2025-11-27 01:59:20,d.byrne
1225,Waiting for In Progress,In Progress,2025-11-28 20:44:59,l.moreau
1225,Waiting for Test,In Test,2025-12-03 12:54:05,l.moreau
1225,In Test,Done,03/12/2025 21:27,d.byrne
1225,Done,Released,2025-12-07 09:00:00,d.byrne
1226,,Backlog,2025-11-25 00:14:52,l.moreau
1226,Backlog,Waiting for In Progress,2025-11-27 13:21:19,d.byrne
1226,Waiting for In Progress,In Progress,2025-11-27 19:30:52,d.byrne
1226,In Progress,Waiting for Test,2025-11-27 20:46:46,d.byrne
1226,Waiting for Test,In Test,2025-12-01 03:41:16,l.moreau
1226,In Test,Done,2025-12-01 08:56:45,d.byrne
1226,Done,Released,2025-12-07 09:00:00,d.byrne
1227,,Backlog,2025-11-25 19:06:56,l.moreau
1227,Backlog,Waiting for In Progress,2025-11-28 12:31:25,d.byrne
1227,Waiting for In Progress,In Progress,2025-12-02 02:03:29,l.moreau
1227,In Progress,Waiting for Test,2025-12-02 05:15:39,l.moreau
1227,Waiting for Test,In Test,2025-12-05 00:10:50,l.moreau
1227,In Test,Done,2025-12-05 05:36:54,d.byrne
1227,Done,Released,2025-12-07 09:00:00,d.byrne
1228,,Backlog,2025-11-21 18:18:13,l.moreau
1228,Backlog,Waiting for In Progress,2025-11-25 01:44:22,l.moreau
1228,Waiting for In Progress,In Progress,2025-11-27 02:32:22,l.moreau
1229,,Backlog,2025-11-24 07:23:44,d.byrne
1229,Backlog,Waiting for In Progress,2025-11-26 11:37:11,l.moreau
1229,Waiting for In Progress,In Progress,2025-11-28 02:16:50,l.moreau
1229,In Progress,Waiting for Test,2025-11-28 14:47:36,d.byrne
1229,Waiting for Test,In Test,2025-12-01 01:26:33,l.moreau
1229,In Test,Done,2025-12-01 07:58:13,l.moreau
1229,Done,Released,2025-12-07 09:00:00,d.byrne
1230,,Backlog,2025-11-25 18:53:14,d.byrne
1230,Backlog,Waiting for In Progress,2025-11-26 09:48:28,l.moreau
1230,Waiting for In Progress,In Progress,2025-12-01 09:40:32,d.byrne
1230,In Progress,Waiting for Test,2025-12-01 14:46:47,l.moreau
1230,Waiting for Test,In Test,2025-12-03 12:02:17,l.moreau
1230,In Test,Done,2025-12-03 19:16:17,d.byrne
1230,Done,Released,2025-12-07 09:00:00,d.byrne
1231,,Backlog,2025-11-26 03:28:57,d.byrne
1231,Backlog,Waiting for In Progress,2025-11-26 17:14:45,l.moreau
1231,Waiting for In Progress,In Progress,2025-11-28 01:24:38,d.byrne
1231,In Progress,Waiting for Test,2025-12-01 09:29:30,d.byrne
1231,Waiting for Test,In Test,2025-12-03 07:17:03,d.byrne
1231,In Test,Done,2025-12-03 13:06:22,d.byrne
1231,Done,Released,2025-12-07 09:00:00,d.byrne
1232,,Backlog,2025-11-26 14:49:13,a.kowalski
1232,Backlog,Waiting for In Progress,2025-11-27 00:09:43,s.rossi
1232,Waiting for In Progress,In Progress,27/11/2025 09:03,p.nair
1232,In Progress,Waiting for Test,2025-11-28 04:08:39,p.nair
1232,Waiting for Test,In Test,2025-12-01 10:57:45,s.rossi
1232,In Test,Done,01/12/2025 15:14,p.nair
1232,Done,Released,2025-12-07 09:00:00,a.kowalski
1233,,Backlog,2025-11-24 03:02:36,p.nair
1233,Backlog,Waiting for In Progress,2025-11-27 12:59:20,p.nair
1233,Waiting for In Progress,In Progress,2025-12-01 17:49:24,a.kowalski
1233,In Progress,Waiting for Test,02/12/2025 02:56,s.rossi
1233,Waiting for Test,In Test,2025-12-04 15:13:49,s.rossi
1233,In Test,Done,2025-12-04 18:04:54,p.nair
1233,Done,Released,2025-12-07 09:00:00,a.kowalski
1234,,Backlog,2025-11-24 17:58:30,a.kowalski
1234,Backlog,Waiting for In Progress,2025-11-28 09:32:07,a.kowalski
1234,Waiting for In Progress,In Progress,2025-12-01 18:23:41,s.rossi
1234,In Progress,Waiting for Test,2025-12-02 14:55:12,s.rossi
1234,Waiting for Test,In Test,2025-12-04 02:11:32,p.nair
1234,In Test,Done,2025-12-04 14:48:51,p.nair
1234,Done,Released,2025-12-07 09:00:00,a.kowalski
1235,,Backlog,2025-11-27 03:31:12,p.nair
1235,Backlog,Waiting for In Progress,2025-11-28 13:14:26,p.nair
1235,Waiting for In Progress,In Progress,2025-12-01 23:10:39,p.nair
1235,In Progress,Waiting for Test,2025-12-02 09:35:53,s.rossi
1235,Waiting for Test,In Test,2025-12-02 18:20:25,s.rossi
1235,In Test,Done,02/12/2025 19:54,a.kowalski
1235,Done,Released,2025-12-07 09:00:00,a.kowalski
1236,,Backlog,2025-11-25 18:58:35,s.rossi
1236,Backlog,Waiting for In Progress,2025-11-27 12:03:00,a.kowalski
1236,Waiting for In Progress,In Progress,2025-12-01 19:44:11,s.rossi
1236,In Progress,Waiting for Test,2025-12-03 05:01:01,p.nair
1236,Waiting for Test,In Test,2025-12-04 03:29:55,s.rossi
1236,In Test,Done,2025-12-04 05:21:24,p.nair
1236,Done,Released,2025-12-07 09:00:00,a.kowalski
1237,,Backlog,2025-11-24 01:42:07,s.rossi
1237,Backlog,Waiting for In Progress,2025-11-26 07:23:54,s.rossi
1237,Waiting for In Progress,In Progress,01/12/2025 07:00,p.nair
1237,In Progress,Waiting for Test,2025-12-01 13:27:17,a.kowalski
1237,Waiting for Test,In Test,2025-12-02 13:18:00,p.nair
1237,In Test,Done,2025-12-02 16:21:16,p.nair
1237,Done,Released,2025-12-07 09:00:00,s.rossi
1238,,Backlog,2025-11-25 09:39:20,s.rossi
1238,Backlog,Waiting for In Progress,2025-11-26 04:07:15,s.rossi
1238,Waiting for In Progress,In Progress,2025-11-28 04:34:04,a.kowalski
1238,In Progress,Waiting for Test,2025-11-28 18:20:43,p.nair
1238,Waiting for Test,In Test,2025-12-01 07:42:02,s.rossi
1238,In Test,Done,2025-12-01 13:52:24,s.rossi
1238,Done,Released,2025-12-07 09:00:00,p.nair
1239,,Backlog,24/11/2025 21:36,a.kowalski
